HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-07-01,0
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-08-01,5
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Fife,MUIREDGE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,MUIREDGE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,MUIREDGE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,MUIREDGE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,MUIREDGE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,THE NEIDPATH PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,THE NEIDPATH PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,THE NEIDPATH PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Borders,THE NEIDPATH PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Borders,THE NEIDPATH PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Grampian,TORRY MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Grampian,TORRY MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Grampian,TORRY MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Grampian,TORRY MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Grampian,TORRY MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,SELKIRK MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,5
NHS Borders,SELKIRK MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,4
NHS Borders,SELKIRK MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,7
NHS Borders,SELKIRK MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,4
NHS Borders,SELKIRK MEDICAL PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,6
NHS Highland,DORNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Highland,DORNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Highland,DORNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Highland,DORNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Highland,DORNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,EDENKILN SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Forth Valley,EDENKILN SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,EDENKILN SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,EDENKILN SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Forth Valley,EDENKILN SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Tayside,ST MARGARET'S HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Tayside,ST MARGARET'S HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Tayside,ST MARGARET'S HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Tayside,ST MARGARET'S HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Tayside,ST MARGARET'S HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,5
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,0
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Highland,ARMADALE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Highland,ARMADALE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Highland,ARMADALE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Highland,ARMADALE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Highland,ARMADALE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Tayside,MUIRHEAD MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Tayside,MUIRHEAD MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Tayside,MUIRHEAD MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Tayside,MUIRHEAD MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Tayside,MUIRHEAD MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Highland,ARMADALE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Highland,ARMADALE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Highland,ARMADALE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Highland,ARMADALE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Highland,ARMADALE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Fife,THE LINKS PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Fife,THE LINKS PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Fife,THE LINKS PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Fife,THE LINKS PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Fife,THE LINKS PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Grampian,ELMBANK GROUP PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Grampian,ELMBANK GROUP PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Grampian,ELMBANK GROUP PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Grampian,ELMBANK GROUP PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Grampian,ELMBANK GROUP PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Grampian,HAMILTON MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,0
NHS Grampian,HAMILTON MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Grampian,HAMILTON MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Grampian,HAMILTON MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Grampian,HAMILTON MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,1
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Fife,BURNTISLAND MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Fife,BURNTISLAND MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Fife,BURNTISLAND MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Fife,BURNTISLAND MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Fife,BURNTISLAND MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Forth Valley,BALFRON HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Forth Valley,BALFRON HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Forth Valley,BALFRON HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Forth Valley,BALFRON HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Forth Valley,BALFRON HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Lothian,COLINTON SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Lothian,COLINTON SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Lothian,COLINTON SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lothian,COLINTON SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lothian,COLINTON SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,BALFRON HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Forth Valley,BALFRON HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,4
NHS Forth Valley,BALFRON HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,0
NHS Forth Valley,BALFRON HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,1
NHS Forth Valley,BALFRON HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Fife,AUCHTERMUCHTY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,AUCHTERMUCHTY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,AUCHTERMUCHTY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,AUCHTERMUCHTY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,AUCHTERMUCHTY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Forth Valley,BALFRON HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Forth Valley,BALFRON HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,2
NHS Forth Valley,BALFRON HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,8
NHS Forth Valley,BALFRON HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,8
NHS Forth Valley,BALFRON HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,8
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,5
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,2
NHS Lanarkshire,NORTH AVENUE SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Lanarkshire,NORTH AVENUE SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Lanarkshire,NORTH AVENUE SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lanarkshire,NORTH AVENUE SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lanarkshire,NORTH AVENUE SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Lothian,LEITH SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Lothian,LEITH SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Lothian,LEITH SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Lothian,LEITH SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Lothian,LEITH SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
